ver	name	area	isa	type	equipment	service	description	manufacturer	model	datasheet	plc	iotype	pid	location	wiringDiagram	JboxPanel	SuppliedBy	InstalledBy	ConnectedBy	RIO	RACK	SLOT	POINT	PLC_TAG	PLC_DESCRIPTION	OPCTAG	Note
1	2400-LCV-2146	2400	LCV		400-JIG-01	FINE JIG #1	PROPORTIONAL VALVE	-	-	-	2400-JIG-01-CP	AO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 14/37	2400-HK-2145	PME010	PME010	PME010								
1	2400-LCV-2149	2400	LCV		400-JIG-01	FINE JIG #1	LEVEL CONTROL VALVE	-	-	-	2400-JIG-01-CP	AO	DSOT-DW-2400-IC-8021	N/A	10-4-018414 14/37	2400-HK-2145	PME010	PME010	PME010								
1	2400-LCV-2154	2400	LCV		400-JIG-01	FINE JIG #1	PROPORTIONAL VALVE	-	-	-	2400-JIG-01-CP	AO	DSOT-DW-2400-IC-8021	N/A	"10-4-018414 17/37, 18/37"	2400-HK-2153	PME010	PME010	PME010								
1	2400-LCV-2157	2400	LCV		400-JIG-01	FINE JIG #1	LEVEL CONTROL VALVE	-	-	-	2400-JIG-01-CP	AO	DSOT-DW-2400-IC-8021	N/A	"10-4-018414 17/37, 18/37"	2400-HK-2153	PME010	PME010	PME010								
1	2400-LCV-2346	2400	LCV		400-JIG-02	FINE JIG #2	LEVEL CONTROL VALVE	-	-	-	2400-JIG-02-CP	AO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 14/37	2400-HK-2345	PME010	PME010	PME010								
1	2400-LCV-2349	2400	LCV		400-JIG-02	FINE JIG #2	LEVEL CONTROL VALVE	-	-	-	2400-JIG-02-CP	AO	DSOT-DW-2400-IC-8023	N/A	10-4-018414 14/37	2400-HK-2345	PME010	PME010	PME010								
1	2400-LCV-2354	2400	LCV		400-JIG-02	FINE JIG #2	LEVEL CONTROL VALVE	-	-	-	2400-JIG-02-CP	AO	DSOT-DW-2400-IC-8023	N/A	"10-4-018414 17/37, 18/37"	2400-HK-2353	PME010	PME010	PME010								
1	2400-LCV-2357	2400	LCV		400-JIG-02	FINE JIG #2	LEVEL CONTROL VALVE	-	-	-	2400-JIG-02-CP	AO	DSOT-DW-2400-IC-8023	N/A	"10-4-018414 17/37, 18/37"	2400-HK-2353	PME010	PME010	PME010								
1	2400-LCV-2501	2400	LCV	MODULATING GLOBE VALVE	400-PBO-01	JIG SCREENS PUMP BOX	LEVEL CONTROL BALL VALVE	Optimux	OPGL ST1	DSOT-DS-2400-IC-LCV2501	2200-PLC-01	AO	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8163	2400-PBO-01-JBA-01	AECOM	MEC Contractor	I&C Contractor	2200-RIO-02	1	10	0		400-PBO-01-WPR Supply Level Control Valve		
3	2400-LE-2101	2400	LE		400-BIN-01	FINE JIGS SURGE BIN #1	LEVEL ELEMENT	N/A	N/A	SEE LIT	N/A	N/A	DSOT-DW-2400-IC-8021	N/A			AECOM	I&C Contractor	I&C Contractor								
3	2400-LE-2203	2400	LE		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	PLUG CHUTE DETECTOR	N/A	N/A	SEE LIT	N/A	N/A	DSOT-DW-2400-IC-8022	N/A			TS Manuf.	I&C Contractor	I&C Contractor								
3	2400-LE-2204	2400	LE		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	PLUG CHUTE DETECTOR	N/A	N/A	SEE LIT	N/A	N/A	DSOT-DW-2400-IC-8022	N/A			TS Manuf.	I&C Contractor	I&C Contractor								
3	2400-LE-2205	2400	LE		400-CVO-03	JIGS REFUSE CONVEYOR	PLUG CHUTE DETECTOR ELEMENT	N/A	N/A	SEE LIT	N/A	N/A	DSOT-DW-2400-IC-8022	N/A			TS Manuf.	I&C Contractor	I&C Contractor								
1	2400-LE-2301	2400	LE		400-BIN-02	FINE JIGS SURGE BIN #2	LEVEL ELEMENT	N/A	N/A	SEE LIT	N/A	N/A	DSOT-DW-2400-IC-8023	N/A			AECOM	I&C Contractor	I&C Contractor								
3	2400-LE-2501	2400	LE		400-PBO-01	JIG SCREENS PUMP BOX	HUTCH WATER SIDE LEVEL ELEMENT	N/A	N/A	SEE LIT	N/A	N/A	DSOT-DW-2400-IC-8025	N/A			AECOM	I&C Contractor	I&C Contractor								
3	2400-LE-2504	2400	LE		400-PBO-01	JIG SCREENS PUMP BOX	DRUM SCRUBBER SIDE LEVEL ELEMENT	N/A	N/A	SEE LIT	N/A	N/A	DSOT-DW-2400-IC-8025	N/A			AECOM	I&C Contractor	I&C Contractor								
3	2400-LI-2508	2400	LI	Radar Level Switch	400-SUP-01	FINE JIGS AREA SUMP PUMP	LEVEL INDICATOR	N/A	N/A	DSOT-DS-2400-IC-LSHL2508	N/A	N/A	DSOT-DW-2400-IC-8025	N/A			AECOM	I&C Contractor	I&C Contractor								
1	2400-LIT-2101	2400	LIT	LASER LEVEL TRANSMITTER	400-BIN-01	FINE JIGS SURGE BIN #1	LEVEL INDICATOR TRANSMITTER	Optech	SSR-DV-AC-N-D+2130040176 + 220-0044919	DSOT-DS-2400-IC-LIT2101	2200-PLC-01	AI	DSOT-DW-2400-IC-8021	N/A	DSOT-DW-2400-IC-8157	2400-BIN-01-JBA-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	1	3	0		400-BIN-01-Bin Level		
1	2400-LIT-2301	2400	LIT	LASER LEVEL TRANSMITTER	400-BIN-02	FINE JIGS SURGE BIN #2	LEVEL INDICATOR TRANSMITTER	Optech	SSR-DV-AC-N-D+2130040176 + 220-0044919	DSOT-DS-2400-IC-LIT2301	2200-PLC-01	AI	DSOT-DW-2400-IC-8023	N/A	DSOT-DW-2400-IC-8161	2400-BIN-02-JBA-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	1	3	2		400-BIN-02-Bin Level		
0	2400-LIT-2501	2400	LIT	RADAR LEVEL TRANSMITTER	400-PBO-01	JIG SCREENS PUMP BOX	HUTCH WATER SIDE LEVEL TRANSMITTER	ENDRESS+HAUSER	FMR240?N3V1ALJKA4A1 ; FHX40?N1B1	DSOT-DS-2400-IC-LIT2501	2200-PLC-01	AI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8163	2400-PBO-01-JBA-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	1	3	3		400-PBO-01-Hutch Water Level		
0	2400-LIT-2504	2400	LIT	RADAR LEVEL TRANSMITTER	400-PBO-01	JIG SCREENS PUMP BOX	DRUM SCRUBBER SIDE LEVEL TRANSMITTER	ENDRESS+HAUSER	FMR240?N3V1ALJKA4A1 ; FHX40?N1B1	DSOT-DS-2400-IC-LIT2504	2200-PLC-01	AI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8163	2400-PBO-01-JBA-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	1	3	4		400-PBO-01-Pump Box Level		
0	2400-LSH-2121	2400	LSH		400-HPP-01	JIG HYDRAULIC UNIT #1	HYDRAULIC TANK HIGH LEVEL SWITCH	-	-	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414  3/37	2400-HPP-01-JB-01	PME010	OEM	OEM								
1	2400-LSH-2203	2400	LSH		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	PLUG CHUTE DETECTOR ELEMENT	-	-	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	3	11		400-CVO-01-Chute Plugged (NOT)		
1	2400-LSH-2204	2400	LSH		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	PLUG CHUTE DETECTOR	-	-	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	12		400-CVO-02-Chute Plugged (NOT)		
1	2400-LSH-2205	2400	LSH		400-CVO-03	JIGS REFUSE CONVEYOR	PLUG CHUTE DETECTOR	-	-	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	4	11		400-CVO-03-Chute Plugged (NOT)		
1	2400-LSH-2321	2400	LSH		400-HPP-02	JIG HYDRAULIC UNIT #2	HYDRAULIC TANK HIGH LEVEL SWITCH	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414  3/37	2400-HPP-01-JB-02	PME010	OEM	OEM								
3	2400-LSHL-2508	2400	LSHL	Radar Level Switch	400-SUP-01	FINE JIGS AREA SUMP PUMP	ADJUSTABLE LEVEL SWITCH	-	-	DSOT-DS-2400-IC-LSHL2508	N/A	N/A	DSOT-DW-2400-IC-8025	N/A			AECOM	I&C Contractor	I&C Contractor								
1	2400-LSL-2121	2400	LSL		400-HPP-01	JIG HYDRAULIC UNIT #1	HYDRAULIC TANK LOW LEVEL SWITCH	-	-	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								
0	2400-LSL-2142	2400	LSL		400-JIG-01	FINE JIG #1	LOW WATER LEVEL SWITCH	-	-	-	2400-JIG-01-CP	DI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 6/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
1	2400-LSL-2321	2400	LSL		400-HPP-02	JIG HYDRAULIC UNIT #2	HYDRAULIC TANK LOW LEVEL SWITCH	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A			PME010	OEM	OEM								
1	2400-LSL-2342	2400	LSL		400-JIG-02	FINE JIG #2	LOW WATER  LEVEL SWITCH	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 6/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
3	2400-LSL-2915	2400	LSL		400-ROM-01	"ROD MILL, GREASE LUBRIFICATION"	LEVEL SWITCH LOW	-	-	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8725	2400-LOU-02	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	4		400-ROM-01-Main Bear. Gr. Pu. Res. Low Level (NOT)		DSOT-VP-2450-M2-0144-0117
3	2400-LSL-2924	2400	LSL		400-ROM-01	"ROD MILL, GEAR SPRAY SYS."	LEVEL SWITCH LOW (DRUM)	-	-	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8724	2400-LOU-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	10		400-ROM-01-Ring Gear Grease Drum Low Level (NOT)		DSOT-VP-2450-M2-0144-0117
0	2400-LT-2139	2400	LT		400-JIG-01	FINE JIG #1	WATER LEVEL TRANSMITTER CHAMBER 1	-	-	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 9/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
0	2400-LT-2140	2400	LT		400-JIG-01	FINE JIG #1	WATER LEVEL TRANSMITTER CHAMBER 2	-	-	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 9/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
0	2400-LT-2141	2400	LT		400-JIG-01	FINE JIG #1	WATER LEVEL TRANSMITTER CHAMBER 3	-	-	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 9/37	2400-JIG-01-JB-01	PME010	OEM	OEM								
1	2400-LT-2145	2400	LT		400-JIG-01	FINE JIG #1	LEVEL TRANSMITTER	-	-	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 15/37	2400-HK-2145	PME010	OEM	OEM								
1	2400-LT-2153	2400	LT		400-JIG-01	FINE JIG #1	LEVEL TRANSMITTER	-	-	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 19/37	2400-HK-2153	PME010	OEM	OEM								
1	2400-LT-2161	2400	LT		400-JIG-01	FINE JIG #1	LEVEL TRANSMITTER	-	-	-	2400-JIG-01-CP	AI	DSOT-DW-2400-IC-8021	N/A	10-4-018414 22/37	2400-HK-2161/2201	PME010	OEM	OEM								
1	2400-LT-2339	2400	LT		400-JIG-02	FINE JIG #2	WATER LEVEL TRANSMITTER CHAMBER 1	-	-	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 9/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
1	2400-LT-2340	2400	LT		400-JIG-02	FINE JIG #2	WATER LEVEL TRANSMITTER CHAMBER 2	-	-	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 9/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
1	2400-LT-2341	2400	LT		400-JIG-02	FINE JIG #2	WATER LEVEL TRANSMITTER CHAMBER 3	-	-	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 9/37	2400-JIG-02-JB-02	PME010	OEM	OEM								
1	2400-LT-2345	2400	LT		400-JIG-02	FINE JIG #2	LEVEL TRANSMITTER	-	-	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 15/37	2400-HK-2345	PME010	OEM	OEM								
1	2400-LT-2353	2400	LT		400-JIG-02	FINE JIG #2	LEVEL TRANSMITTER	-	-	-	2400-JIG-02-CP	DI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 19/37	2400-HK-2353	PME010	OEM	OEM								
1	2400-LT-2361	2400	LT		400-JIG-02	FINE JIG #2	LEVEL TRANSMITTER	-	-	-	2400-JIG-02-CP	AI	DSOT-DW-2400-IC-8023	N/A	10-4-018414 22/37	2400-HK-2361/2401	PME010	OEM	OEM								
1	2400-LT-2508	2400	LT	RADAR LEVEL TRANSMITTER	400-SUP-01	FINE JIGS AREA SUMP PUMP	LEVEL TRANSMITTER	ENDRESS+HAUSER	FMR240-N3V1ALJKA1+FHX40-N1B1	DSOT-DS-2400-IC-LSHL2508	2200-PLC-01	AI	DSOT-DW-2400-IC-8025	N/A	DSOT-DW-2400-IC-8163	2400-PBO-01-JBA-01	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	1	3	7		400-SUP-01-Sump Level		
3	2400-LX-2203	2400	LX		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	PLUG CHUTE DETECTOR ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8022	N/A			TS Manuf.	I&C Contractor	I&C Contractor								
3	2400-LX-2204	2400	LX		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	PLUG CHUTE DETECTOR	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8022	N/A			TS Manuf.	I&C Contractor	I&C Contractor								
3	2400-LX-2205	2400	LX		400-CVO-03	JIGS REFUSE CONVEYOR	PLUG CHUTE DETECTOR ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8022	N/A			TS Manuf.	I&C Contractor	I&C Contractor								
1	2400-MOT-2117	2400	MOT		400-BLO-01	JIG AIR BLOWER #1	JIG AIR BLOWER MOTOR (215HP)	TBD	TBD	-	2400-JIG-01-CP	SOFT	DSOT-DW-2400-IC-8021	N/A				N/A	N/A								
1	2400-MOT-2202	2400	MOT		400-VIS-03	FINE JIG TALING SCREEN #1	MOTOR M1 (25HP)	N/A	N/A	N/A	2400-JIG-01-CP	SOFT	DSOT-DW-2400-IC-8022	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-MOT-2203	2400	MOT		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	MOTOR M1 (15HP)	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8022	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-MOT-2204	2400	MOT		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	MOTOR M1 (25HP)	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8022	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-MOT-2205	2400	MOT		400-CVO-03	JIGS REFUSE CONVEYOR	MOTOR M1 (15HP)	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8022	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-MOT-2317	2400	MOT		400-BLO-02	JIG AIR BLOWER #2	JIG AIR BLOWER MOTOR  (215 HP)	N/A	N/A	N/A	2400-JIG-02-CP	SOFT	DSOT-DW-2400-IC-8023	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-MOT-2402	2400	MOT		400-VIS-04	FINE JIG TAILING SCREEN #2	MOTOR M1 (25 HP)	N/A	N/A	N/A	2400-JIG-02-CP	SOFT	DSOT-DW-2400-IC-8024	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-MOT-2506	2400	MOT		400-SLP-01	JIGS SCREENS TRANSFER PUMP	MOTOR M1 (75HP)	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8025	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-MOT-2508	2400	MOT		400-SUP-01	FINE JIGS AREA SUMP PUMP	MOTOR M1 (40HP)	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8025	N/A	N/A	N/A	AECOM	N/A	N/A								
3	2400-SC-2201	2400	SC		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	SPEED COMMAND				2200-PLC-01	AO	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8704	2400-VIS-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	9	2		400-VIS-01-Screen Speed Reference		
3	2400-SC-2401	2400	SC		400-VIS-02	FINE JIG TAILING SCREEN #1	SPEED COMMAND				2200-PLC-01	AO	DSOT-DW-2400-IC-8024	N/A	DSOT-DW-2400-IC-8712	2400-VIS-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	9	3		400-VIS-02-Screen Speed Reference		
1	2400-SE-2204	2400	SE		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	SPEED ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8157	2400-BIN-01-JBA-01	PME012	I&C Contractor	I&C Contractor								
1	2400-SE-2205	2400	SE		400-CVO-03	JIGS REFUSE CONVEYOR	SPEED ELEMENT	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8151	2200-JBA-02	TS Manuf.	I&C Contractor	I&C Contractor								
1	2400-SIC-2102	2400	SIC		400-VIF-01	WIDE VIBRATING FEEDER #1	MOTOR M1 (47HP)	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								
1	2400-SIC-2201	2400	SIC		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	MOTOR M1 (20HP)	TBD	TBD	-	2400-JIG-01-CP	SOFT	DSOT-DW-2400-IC-8022	N/A			PME010	N/A	N/A								
1	2400-SIC-2302	2400	SIC		400-BIN-02	FINE JIGS SURGE BIN #2	MOTOR M1 (47HP)	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8023	N/A			PME010	N/A	N/A								
1	2400-SIC-2401	2400	SIC		400-VIS-02	FINE JIG CONCENTRATE SCREEN #2	MOTOR M1 (20 HP)	N/A	N/A	N/A	2400-JIG-02-CP	SOFT	DSOT-DW-2400-IC-8024	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-SIC-2516	2400	SIC		400-SLP-04	JIGS SCREENS HUTCH WATER PUMP	MOTOR M1 (200HP)	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8025	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-SIC-2517	2400	SIC		400-SLP-02	JIGS SCREENS HUTCH WATER PUMP	MOTOR M1 (450HP)	N/A	N/A	N/A	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8025	N/A	N/A	N/A	AECOM	N/A	N/A								
1	2400-SIC-2602	2400	SIC		400-BAM-01	BALL MILL	MOTORS (4x60HP)	TBD	TBD	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8026	N/A			PME015	N/A	N/A								
1	2400-SIC-2805	2400	SIC		400-ROM-01	ROD MILL	MOTOR M1 (300HP)	TBD	TBD	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8028	N/A			PST002	N/A	N/A								
1	2400-SIC-2831	2400	SIC		400-ROM-01	ROD MILL	MOTOR M1 (300HP)	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8028	N/A			PST002	N/A	N/A								
1	2400-SLD-2201	2400	SLD		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	REMOTE CONTROL BOX SPEED DOWN LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8022	N/A			PME010	I&C Contractor	I&C Contractor								INSTRUMENT INCLUDED 
1	2400-SLD-2401	2400	SLD		400-VIS-02	FINE JIG CONCENTRATE SCREEN #2	SPEED DOWN LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8024	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-SLU-2201	2400	SLU		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	REMOTE CONTROL SPEED BOX UP LIGHT	TBD	TBD	-	2400-JIG-01-CP	DO	DSOT-DW-2400-IC-8022	N/A			PME010	I&C Contractor	I&C Contractor								INSTRUMENT INCLUDED 
1	2400-SLU-2401	2400	SLU		400-VIS-02	FINE JIG CONCENTRATE SCREEN #2	SPEED UP LIGHT	TBD	TBD	-	2400-JIG-02-CP	DO	DSOT-DW-2400-IC-8024	N/A			PME010	OEM	OEM								INSTRUMENT INCLUDED
1	2400-SSH-2815	2400	SSH		400-ROM-01	ROD MILL	SPEED SWITCH HIGH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8028	N/A	DSOT-DW-2400-IC-8708	2400-ROM-01-JB-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	6	2		400-ROM-01-Inch Drive High Speed (NOT)		DSOT-VP-2450-M2-0144-0117
1	2400-SSL-2203	2400	SSL		400-CVO-01	JIGS CONCENTRATRE CONVEYOR	LOW SPEED SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8158	2400-CVO-01-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	3	10		400-CVO-01-Conv. Low Speed (NOT)		
1	2400-SSL-2204	2400	SSL		400-CVO-02	JIGS CONCENTRATRE TRANSFER CONVEYOR	LOW SPEED SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8159	2400-CVO-02-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-03	0	1	11		400-CVO-02-Conv. Low Speed (NOT)		
1	2400-SSL-2205	2400	SSL		400-CVO-03	JIGS REFUSE CONVEYOR	LOW SPEED SWITCH	TBD	TBD	-	2200-PLC-01	DI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8160	2400-CVO-03-JBD-01	TS Manuf.	I&C Contractor	I&C Contractor	2200-RIO-02	0	4	10		400-CVO-03-Conv. Low Speed (NOT)		
3	2400-ST-2201	2400	ST		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	SPEED FEEDBACK				2200-PLC-01	AI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8704	2400-VIS-01-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	8	0		400-VIS-01-Screen Speed		
3	2400-ST-2401	2400	ST		400-VIS-02	FINE JIG TAILING SCREEN #1	SPEED FEEDBACK				2200-PLC-01	AI	DSOT-DW-2400-IC-8024	N/A	DSOT-DW-2400-IC-8712	2400-VIS-02-CP	OEM	OEM	I&C Contractor	2200-RIO-02	1	8	1		400-VIS-02-Screen Speed		
1	2400-SV-2912	2400	SV		400-ROM-01	"ROD MILL, GREASE LUBRIFICATION"	SOLENOID VALVE	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8725	2400-LOU-02	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	10	3		400-ROM-01-Main Bear. Gr. Pump Air Val. Open Cmd.		DSOT-VP-2450-M2-0144-0117
3	2400-SV-2918	2400	SV		400-ROM-01	"ROD MILL, GEAR SPRAY SYS."	SOLENOID VALVE	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8724	2400-LOU-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	10	4		400-ROM-01-Ring Gear Gr. Spray Air Val. Open Cmd.		DSOT-VP-2450-M2-0144-0117
3	2400-SV-2920	2400	SV		400-ROM-01	"ROD MILL, GEAR SPRAY SYS."	SOLENOID VALVE	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8724	2400-LOU-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	10	6		400-ROM-01-Ring Gear Gr. Unloader Valve Open Cmd.		DSOT-VP-2450-M2-0144-0117
3	2400-SV-2923	2400	SV		400-ROM-01	"ROD MILL, GEAR SPRAY SYS."	SOLENOID VALVE	TBD	TBD	-	2200-PLC-01	DO	DSOT-DW-2400-IC-8029	N/A	DSOT-DW-2400-IC-8724	2400-LOU-01	PST002	I&C Contractor	I&C Contractor	2200-RIO-02	0	10	5		400-ROM-01-Ring Gear Gr. Pump Air Valve Open Cmd.		DSOT-VP-2450-M2-0144-0117
1	2400-SZ-2102	2400	SZ		400-VIF-01	WIDE VIBRATING FEEDER #1	SPEED REFERENCE	TBD	TBD	-	N/A	N/A	DSOT-DW-2400-IC-8021	N/A			PME010	OEM	OEM								
1	2400-SZ-2201	2400	SZ		400-VIS-01	FINE JIG CONCENTRATE SCREEN #1	SPEED REFERENCE	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8022	N/A	DSOT-DW-2400-IC-8703	2400-JIG-01-CP	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	1	7	5		400-VIS-01-Screen Speed Reference		
1	2400-SZ-2302	2400	SZ								N/A	N/A		N/A													
1	2400-SZ-2401	2400	SZ		400-VIS-02	FINE JIG TAILING SCREEN #1	SPEED REFERENCE	TBD	TBD	-	2200-PLC-01	AI	DSOT-DW-2400-IC-8024	N/A	DSOT-DW-2400-IC-8711	2400-JIG-02-CP	AECOM	I&C Contractor	I&C Contractor	2200-RIO-02	1	7	6		400-VIS-02-Screen Speed Reference		
1	2400-SZ-2516	2400	SZ		400-SLP-04	JIGS SCREENS HUTCH WATER PUMP	SPEED REFERENCE	TBD	TBD	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8025	N/A			AECOM	I&C Contractor	I&C Contractor								
1	2400-SZ-2517	2400	SZ		400-SLP-02	JIGS SCREENS HUTCH WATER PUMP	SPEED REFERENCE	TBD	TBD	-	2200-PLC-01	SOFT	DSOT-DW-2400-IC-8025	N/A			AECOM	I&C Contractor	I&C Contractor								
